name	type_id	id	lat	lng
西贝莜面村(长楹天街店)	1	29596466	39.924777	116.598006	116
诺-料理の食堂	1	29598530	39.94425	116.40679	116
新疆特色丸子汤	1	29581582	39.920014	116.454686	116
TRIBE-有机餐厅(蓝色港湾店)	1	29581894	39.949287	116.475773	116
管氏翅吧(护国寺店)	1	29592170	39.934786	116.373205	116
通州运河公园	3	21637	39.909934997559	116.68433380127	116
金掌勺东北小馆(万达广场店)	1	29524238	39.825338783213	116.29721027567	116
云海肴云南菜(昌平金隅万科店)	1	29587834	40.212086	116.23943	116
度小月(富力广场店)	1	29595598	39.897679973417	116.45982965369	116
Hatsune隐泉日式料理(金融街店)	1	29584802	39.9155	116.3602	116
老北京前后涮羊肉(和平里店)	1	29554674	39.96077	116.41398	116
和合四季椰子鸡火锅(五棵松店)	1	29594722	39.913299	116.280818	116
西里海鲜(北苑店)	1	29579686	40.029820180386	116.43696728134	116
东四民芳餐厅(世茂工三店)	1	6947011	39.93531	116.449092	117
北疆饭店(北京银座和谐广场店)	1	29587442	39.881793	116.296517	117
玉林烤鸭店(文慧园店)	1	15436749	39.95454	116.36031	117
乌巢比萨主义主题餐厅(朝阳大悦城店)	1	29584882	39.924551	116.51987	117
金湖港式餐厅(国贸商城店)	1	8330	39.91218	116.45946	117
很久以前羊肉串(天通苑店)	1	29586538	40.06416	116.41667	117
溢香柴锅炖活鱼(榴乡桥店)	1	29523798	39.831837	116.430049	117
新辣道鱼火锅(火神庙店)	1	29506218	39.73077	116.3415	117
和光宴(亦庄店)	1	29590562	39.806787	116.492469	117
寂寞的豆芽(西大望南路店)	1	29578738	39.862497	116.477657	117
必胜客(广外店)	1	29538690	39.889524	116.337367	117
HAN-JIMMY芝士铁板鸡(总店)	1	29598362	39.936214	116.449171	117
行宫国际酒店(御茶坊海鲜自助)	1	29593534	39.932551	116.508302	117
金桔餐厅	1	29598030	39.98704	116.489325	117
FROM-FARM塚田农场(悠唐店)	1	29595226	39.92161	116.43977	117
新辣道鱼火锅(世茂广场·工三店)	1	29582270	39.935061	116.449561	118
Fire-Works美式烤肉西餐&酒吧(北苑店)	1	29590674	40.042951	116.414833	118
二条居酒屋にじょう(板桥二条店)	1	29589678	39.946151	116.372597	118
云海肴云南菜(北京良乡华冠店)	1	29593110	39.734982	116.139294	118
烤肉刘(阡儿路店)	1	15344691	39.887471	116.387919	118
兴记潮牛潮汕牛肉火锅(好运街店)	1	29577322	39.951163	116.471267	118
布歌东京(国贸商城店)	1	29585046	39.91249	116.4595	118
大鸭梨烤鸭店(光彩路店)	1	29589182	39.8473	116.414284	118
鲍师傅糕点(西单总店)	1	29598010	39.910579	116.376118	118
壹零捌道(月坛店)	1	29598554	39.916788	116.349569	118
哈根达斯(朝北店)	1	29575298	39.923715	116.518959	118
鼎高高陕西美食(龙德广场店)	1	29487514	40.060145	116.414853	118
猪大哥韩国烤肉(亦庄店)	1	29585250	39.790079	116.499447	118
欣盛吉日本料理	1	29590286	39.896985	116.419894	118
必胜客(白广路店)	1	29538546	39.890326	116.356874	118
醉香苑老北京火锅(南新仓店)	1	29591818	39.932	116.43096	119
宽板凳老灶火锅(总部基地店)	1	29519778	39.818743	116.289828	119
汉拿山(丰台万达广场店)	1	29523634	39.823977	116.298954	119
MacDore-麦可多尔	1	29598106	39.91987	116.454767	119
火炉火分米鸡&芝士排骨(新中关店)	1	29581742	39.978291	116.314471	119
jazzya爵士屋(颐堤购物中心店)	1	29583466	39.969813	116.491806	119
樱町三味日本料理(城乡世纪广场店)	1	29586662	39.801667	116.532886	119
望湘园(远洋未来广场店)	1	29589698	39.990553	116.432888	119
华天峨嵋酒家(德内店)	1	29536894	39.934918	116.380019	119
北京瑰丽酒店怡庭西餐厅-Bristrot-B	1	29592934	39.920956	116.460734	119
潮粥荟·-潮汕砂锅粥(华润五彩城购物中心店)	1	29593686	40.030540341098	116.33628957765	119
于记串吧(五道口店)	1	29567286	39.988577	116.337448	119
沐茗咖啡(五道营店)	1	29551618	39.948268	116.413027	119
满记甜品(国瑞店)	1	29553242	39.898394	116.420198	119
北京石刻艺术博物馆	3	6627969	39.944918	116.330348	119
小城渔家(华联百货公益西桥店)	1	29586802	39.834121	116.368987	120
泉廊绿色运动时尚餐厅	1	29596490	39.787212	116.324304	120
脑馋粉儿(三里屯店)	1	29594350	39.93222	116.4539	120
天正河豚	1	29597634	39.948902	116.450614	120
二贵酸汤鱼土家菜(学院路店)	1	29568482	40.000124	116.35177	120
黄门老灶火锅(和平街店)	1	29589866	39.951166	116.432355	120
无名居(燕莎店)	1	139453	39.947518	116.46892	120
花舍咖餐厅(京通罗斯福广场店)	1	29588570	39.889014	116.658569	120
菁喜老火锅	1	29590022	40.005471	116.472362	120
玉林串串香(门头沟店)	1	29588758	39.92729	116.12515	120
大鸭梨烤鸭店(劲松店)	1	9147	39.994201660156	116.36799621582	120
重庆老寨子火锅	1	29594854	40.026739	116.306372	120
朱题·猪手火锅(将台路店)	1	29589602	39.97765	116.48522	120
王老六铁锅炖鱼(亚运村店)	1	29583670	39.999764	116.421732	120
Godiva(北京蓝色港湾店)	1	29579434	39.949078	116.473931	120
Dunkin'-Donuts(祥云小镇分店)	1	29438958	40.086453	116.537018	121
东来顺(顺义店)	1	29588826	40.129715	116.648256	121
德缘涮肉(广外店)	1	29536722	39.891993	116.339765	121
麦当劳(万通店)	1	29537662	39.922978	116.353783	121
花猫餐厅	1	29598526	39.924726	116.592459	121
铸钟褡裢火烧(鼓楼店)	1	29538486	39.941698	116.391901	121
站点比萨(王府井店)	1	29594810	39.91376	116.41003	121
玛雅铁板烧餐厅(龙湖大兴天街店)	1	29594966	39.68721	116.32044	121
新旺茶餐厅(长楹天街购物中心店)	1	29582202	39.924325	116.600579	121
安东鸡	1	29583958	39.936593	116.455124	121
味妙烤鱼吧(鲁谷店)	1	29448482	39.904205	116.240141	121
木屋烧烤(远大西路店)	1	29592098	39.959807	116.279909	121
云海肴云南菜(祥云小镇店)	1	29594490	40.08907	116.53702	121
姚记羊蝎子(回龙观店)	1	29591066	40.079531	116.322511	121
仙踪林(新世界一期店)	1	29552106	39.898432	116.418154	121
色牛火锅·全牛宴鲜火锅(健德门店)	1	29588506	39.976873	116.380452	122
金草帽·春川鸡排锅(望京店)	1	29584694	39.995624	116.468634	122
面合堂(三里屯店)	1	29590902	39.912388579962	116.41040288361	122
金obba明洞烤肉·雪花黑牛专门店	1	29487378	40.220926	116.232962	122
彭记铁锅肥肠	1	29584394	39.93861	116.417096	122
十渡孤山寨	3	5430566	39.632105	115.624433	122
蝎王府(甘露园店)	1	29582810	39.916539	116.514107	122
滇草香云南原生态汤火锅(长楹天街购物中心店)	1	29586994	39.92504	116.597586	122
汤城小厨(苏州街店)	1	29590270	39.978854	116.305754	122
燕尾蝶泰餐吧(三里屯店)	1	29582830	39.931442	116.455563	122
尚滋味小龙虾·虾們(望京国际商业中心店)	1	29585414	39.989566	116.482834	122
星巴克(东方广场三店)	1	29553166	39.908892	116.413034	122
小城知味(三里屯店)	1	29573666	39.934223554905	116.45500991554	122
多佐法式铁板烧(富力广场店)	1	29580130	39.895487	116.460734	122
黄记煌三汁焖锅(华联百货公益西桥店)	1	29584842	39.834115	116.369144	122
眉州东坡(鸿坤店)	1	29506582	39.791657	116.339629	123
秀色韩川财主院观景餐厅	1	26103956	39.99813	115.644139	123
牛街清真大益烤鸡	1	29593694	39.88483	116.36612	123
俪安Lillian-Cafe-Tea-Rooms	1	29587578	39.992267	116.403061	123
金百万烤鸭店(四道口店)	1	29570286	39.95897	116.346342	123
便宜坊(酒仙桥798艺术区店)	1	29589122	39.97909	116.48924	123
船歌鱼水饺(凯德MALL太阳宫店)	1	29595002	39.97113	116.44759	123
九毛九山西面馆(万柳华联店)	1	29570218	39.973079	116.295335	123
巴依老爷新疆美食(望京店)	1	29585002	39.989825	116.484322	123
汉堡王(北京五道口店)	1	29587870	39.992714	116.334083	123
旬彩日本料理	1	29595466	39.910802	116.439861	123
重庆袍哥码头老火锅(北京菜户营分舵)	1	29524306	39.872636	116.348228	123
呷哺呷哺(北辰时代广场店)	1	29576850	39.991126	116.406134	123
山城辣妹子重庆火锅(玉林店)	1	29590958	39.866757	116.35969	123
炉鱼(长楹天街购物中心店)	1	29583938	39.925195	116.60108	123
西少爷肉夹馍(新中关店)	1	29567314	39.978165	116.315711	124
北京交通大学	3	5423462	39.950687118711	116.34103861692	124
时代风帆海鲜自助餐厅(角门西店)	1	29592630	39.846492	116.370683	124
舌尖记忆(王府井银泰in88店)	1	29594130	39.916092	116.411594	124
仔皇煲(SOHO现代城店)	1	29581410	39.907636	116.476394	124
舍廊房(东源店)	1	29587978	39.99334	116.33648	124
柔软的胖子(长楹天街购物中心店)	1	29576478	39.924999	116.601101	124
柳沟农家风情豆腐宴	1	146268	40.445384979248	116.10021209717	124
胜博殿(芳草地店)	1	29595378	39.919781	116.448122	124
樱花屋日本料理(汉威大厦店)	1	29580598	39.91431	116.454297	124
牛街年记清真菜(输入胡同总店)	1	29593914	39.886631	116.364635	124
奕品风尚干锅辣鸭头	1	13484459	40.007954	116.351932	124
元气寿司(APM店)	1	29592802	39.914769	116.411961	124
张记涮肉	1	29538738	39.877898	116.350558	124
前后涮羊肉(二里庄店)	1	29588846	39.99425	116.371578	124
西贝莜面村(中关村欧美汇店)	1	29596358	39.979335	116.314092	125
护国寺小吃店(和平西街小黄庄店)	1	29576290	39.96514	116.41751	125
西堤厚牛排(通州万达店)	1	29595026	39.906159	116.64315	125
桥仕料理	1	29598022	39.95438	116.46439	125
儒宴孔府菜(亦庄店)	1	29506530	39.796397	116.488809	125
姐夫很面(广安门店)	1	29538454	39.889534	116.337514	125
韩时烤肉(华联购物中心常营店)	1	29594462	39.92643	116.59668	125
潮牛宴·鲜牛火锅(西便门店)	1	29590102	39.894247	116.35222	125
新石器烤肉(通州北苑店)	1	29468170	39.903734	116.63658	125
玉林串串香(角门北路店)	1	29524374	39.850396	116.381918	125
57度湘(朝阳大悦城店)	1	29595946	39.925428	116.517969	125
NOVA串吧(魏公村店)	1	29598462	39.955724	116.317032	125
米斯特比萨(中关村店)	1	29594954	39.979215	116.315919	125
辣尚瘾(人大店)	1	29584458	39.96718	116.308102	125
纪晓岚故居	3	3899	39.89004	116.387187	125
The-Georg-by-Georg-Jensen-Hus	1	29593366	39.93453	116.39898	126
汤城小厨(金融街店)	1	846387	39.91711	116.36277	126
海盗猫烤鱼餐厅(朝阳大悦城店)	1	29579006	39.924515	116.518621	126
伏牛堂湖南牛肉米粉(枫蓝国际购物中心店)	1	29570442	39.95276	116.35659	126
呷哺呷哺(科兴路欧尚店)	1	29523130	39.835784	116.288732	126
七渡鱼美香饭店	1	29409670	39.646484	115.61663	126
莉香家庭料理	1	29591638	39.974502	116.406114	126
三兄弟电烤串(东四五条店)	1	29593166	39.928183	116.425714	126
常津阁卤味(百子湾店)	1	29580630	39.901126	116.508862	126
老汉口热干牛肉面	1	29571394	39.928395	116.480106	126
管氏翅吧(地安门店)	1	29584410	39.933133	116.393056	126
太婆天府山珍酒楼(亚运村店)	1	29588654	39.998358	116.4025	126
七八冷面｜延边朝鲜族美食(华宇店)	1	29570498	39.965506	116.32297	126
食客烧烤	1	29569942	39.915629	116.301918	126
乌巢比萨主义主题餐厅(悠唐店)	1	29586046	39.922106	116.440108	126
乡味小厨-Country-Kitchen	1	29591110	39.92025	116.460322	127
Chaan轻食·暖沙拉(世界城店)	1	29590142	39.917739	116.452763	127
顺峰(农展馆总店)	1	29579358	39.937318	116.462233	127
阳坊胜利镖门涮(沙河店)	1	15436629	40.149751	116.29223	127
兰纳LANNA泰餐厅(京广桥店)	1	29598306	39.921347	116.46359	127
滇草香云南原生态汤火锅(爱琴海购物公园店)	1	29589606	39.971283	116.436105	127
牛匠牛上牛新派烤肉俱乐部	1	29587506	39.891008	116.468866	127
宇飞牛肉面	1	866833	39.88837	116.45579	127
柒爷串天下串串香火锅	1	29588938	39.927066	116.452657	127
同庆楼(金宝汇店)	1	29595774	39.915255	116.422241	127
资州味道	1	29553614	39.901485	116.407206	127
小土豆家常菜馆(方庄店)	1	29522402	39.86561	116.43216	127
渝是乎(天通苑华联店)	1	29595530	40.070586	116.415674	127
誉满楼牛客烤肉	1	29594686	39.92412	116.442423	127
大高幸烤肉(北方工业大学店)	1	29596562	39.932495	116.206945	127
新疆饭庄	1	8881	39.934751	116.348512	128
晓本烘焙蛋糕卷	1	29580654	39.977707	116.477902	128
宝钞面馆(南锣店)	1	29553914	39.940964	116.402919	128
大鸭梨烤鸭店(天通北苑店)	1	29487550	40.079265	116.429592	128
度小月(欧美汇购物中心店)	1	29591330	39.97928	116.31416	128
汤城小厨(丰台万达广场店)	1	29591646	39.82404	116.29896	128
吉村家·食肉兽(西坝河店)	1	29582814	39.969117	116.434889	128
姐妹俩土豆粉(安定门店)	1	29553486	39.94436	116.408128	128
西贝莜面村(上地华联店)	1	29592314	40.02874	116.31173	128
微庄园.火龙庄	1	29589530	40.193117	116.164588	128
俏江南(东方广场店)	1	6317	39.90913	116.41435	128
江同学烤蹄(大望路店)	1	29593574	39.909232	116.475603	128
山城辣妹子重庆火锅(甘露园店)	1	29585514	39.915856	116.513474	128
潮州菜馆(蓝色港湾店)	1	29582450	39.91364	116.27787	128
花舍鲜之味(渔阳店)	1	29577530	39.94679	116.449238	128
窑啊窑窑炉烧烤(蓝色港湾店)	1	29598066	39.95038	116.476686	129
宋记汕头牛肉火锅(健德门店)	1	29589914	39.980959	116.380888	129
壹霖·洱语云南菜(方恒国际店)	1	29597590	39.990878	116.48132	129
猫屯咖啡	1	29583054	39.936194	116.449588	129
inWE因味茶(北京坊店)	1	29591318	39.898064	116.395818	129
雕爷牛腩(当代商城店)	1	9592701	39.970337	116.320842	129
东华门美食坊夜市	1	3554	39.91552734375	116.41074371338	129
锦牛潮汕鲜牛肉火锅	1	29586914	39.881322	116.471076	129
肉串汪(广渠门店)	1	29582982	39.893215	116.432722	129
巷左转巷右转(天桥店)	1	29538594	39.881886	116.397117	129
鸟州力	1	9085774	39.95834	116.46439	129
CHILLI-CRUSH嘻嘻辣串儿啤(雍和宫店)	1	29554486	39.944938	116.415651	129
金渝川菜(中关村店)	1	29570794	39.97735	116.31354	129
金鼎轩南北点心专门店(宏都路店)	1	29585710	39.789137	116.327791	129
湘九·翠鸣园(广安门店)	1	29591258	39.880775	116.346559	129
宴稼厨房(方恒购物中心店)	1	179412	39.990265	116.482552	130
金鼎轩南北点心专门店(金源新燕莎MALL店)	1	29581706	39.95917	116.28921	130
一味一诚‖活鱼现烤才好吃!(住总万科广场店)	1	29581766	39.805952	116.459399	130
老棒棒重庆土灶火锅	1	29570330	39.953814	116.336324	130
衡山汇正宗粤菜(霄云路店)	1	29577874	39.959878	116.464866	130
伊带伊路新疆美食府(明光桥店)	1	29594074	39.95803	116.351522	130
金融街	4	21335	39.915798187256	116.3629989624	130
仔皇煲(世贸天阶店)	1	29584250	39.916788	116.452695	130
赵记炒肝(沙子口)	1	6946397	39.865203	116.401692	130
大漠楼兰新疆美食(广外大街店)	1	29596686	39.884551	116.339166	130
四叶寿司(燕莎店)	1	29594494	39.948046	116.467017	130
哈根达斯(庄胜崇光店)	1	29537554	39.89624813	116.3751179	130
望京小腰(北京总店)	1	29592822	39.989052	116.476651	130
海银海记潮汕牛肉火锅(慈云寺店)	1	29586342	39.91547	116.49864	130
羊守一(焦王庄店)	1	29468234	39.932796	116.673223	130
青红之间	1	29595406	39.913895	116.496413	131
倒字鸡翅	1	7377777	39.93816	116.4031	131
南京大牌档(慈云寺远洋汇店)	1	29595686	39.916159	116.492189	131
龙人居川菜(南礼士路店)	1	29594158	39.907759	116.352316	131
鱼图腾·好吃的鱼头泡饼(右安门店)	1	29588346	39.871778	116.36472	131
南锣肥猫烤鱼(凯德晶品店)	1	29592694	39.908311	116.297349	131
山市	1	29597426	39.92718	116.452189	131
小明同学(三里屯店)	1	29592838	39.931767	116.45506	131
红炉焱火焰石板烧烤肉(住总万科广场店)	1	29592558	39.80587	116.4594	131
虾士(中粮祥云小镇店)	1	29590130	40.08835	116.53684	131
新元素餐厅(侨福芳草地购物中心店)	1	29595918	39.919787	116.449583	131
云海肴云南菜(未来广场店)	1	29589054	39.99014	116.43254	131
星期五餐厅(世界城店)	1	29583946	39.917744	116.451942	131
虾吃虾涮(百子湾店)	1	29580198	39.90078	116.486881	131
蜀国演义酒楼(黄寺旗舰店)	1	29589362	39.963756	116.385096	131
禾绿回转寿司(国瑞店)	1	29554414	39.89802	116.419605	132
铁TETSU(龙宝大厦店)	1	29583462	39.947878	116.468466	132
TRIBE有机餐厅(中国红街店)	1	29584274	39.93231	116.45065	132
好伦哥精品店(魏公村餐厅)	1	29582574	39.954598	116.322807	132
胡子淑淑日本料理(五道口店)	1	29582758	39.999647	116.339367	132
戈拿旺巴西烤肉(亚运村店)	1	29595482	39.993696	116.424746	132
喜来稀肉	1	29595994	39.997656	116.459335	132
合兴居鱼头馆	1	29588262	39.91543	116.29571	132
呷哺呷哺(石景山万达店)	1	29439338	39.906262	116.225943	132
真利味餐厅(博泰国际南湖东园店)	1	29578206	40.002274	116.466752	132
刘记门钉爆肚店	1	29577898	39.92236	116.46766	132
西贝莜面村(龙德广场店)	1	29592870	40.059475	116.415529	132
江边城外烤全鱼(中粮祥云店)	1	29586618	40.088811	116.537631	132
延吉明太鱼馆(望京店)	1	29580670	40.000714	116.469025	132
美之子日本料理(万柳东路店)	1	172091	39.961889	116.303086	132
撒拉花儿西域美食·清真(白纸坊店)	1	29597246	39.876755	116.353618	133
红蕃茄(万寿路店)	1	29593934	39.912464	116.296953	133
新辣道鱼火锅(罗斯福店)	1	29588906	39.889575	116.658428	133
比格比萨(昌平店)	1	29486894	40.22145	116.233855	133
比格比萨(朝阳大悦城店)	1	29588286	39.924382	116.518774	133
窑啊窑窑炉烧烤(五道口店)	1	29595006	39.992122	116.338954	133
有璟阁港式餐厅(五棵松店)	1	29596294	39.91349	116.27941	133
鹿港小镇(丰台永旺店)	1	29584990	39.817763	116.291919	133
小院食光	1	29592954	40.040635	116.416018	133
芦月轩羊蝎子(杨闸店)	1	29584594	39.912388	116.59759	133
西甸三百食府	1	29572878	40.058547	116.525153	133
义气烤肉餐吧(三里屯店)	1	29592990	39.93249	116.45083	133
国家会议中心	3	6627820	39.999976	116.390046	133
渔味川香(亚运村店)	1	29588138	39.993626	116.427683	133
Ei-mio爱咪欧冻酸奶(南锣26号店)	1	7377838	39.938161	116.403299	133
天意小馆(荟聚西红门店)	1	15436479	39.787621443657	116.32542416453	134
辣婆婆(航天桥店)	1	29592910	39.926746	116.286957	134
宝琴傣味餐馆	1	841938	39.953195	116.319308	134
满记甜品(财富中心店)	1	29571998	39.917301	116.457992	134
来西口(甜水园店)	1	29575290	39.928	116.478057	134
salad-university	1	29597314	39.93586	116.44941	134
伍丁桶烧	1	29598262	39.96857	116.42462	134
聋哑人臭豆腐	1	29523602	39.889767	116.302735	134
炒肝赵记	1	29588078	39.865203	116.401692	134
徽满楼黄山臭鳜鱼	1	29583294	40.085592	116.357911	134
Godiva(北京宜家店)	1	29595102	39.789372	116.326383	134
MOKA-Bros摩卡站(世贸天阶店)	1	29590558	39.916009	116.4532	134
建外SOHO	3	21604	39.907901763916	116.45700073242	134
野人牧坊(国瑞城店)	1	29553558	39.898238215291	116.41995248952	134
呷哺呷哺(喜隆多店)	1	29448310	39.923422	116.17121	134
船歌鱼水饺(凯德mall大峡谷店)	1	29595550	39.854633	116.367077	135
味多美(双安店)	1	29567866	39.967697	116.326084	135
御梦·南厨北巷(华宇时尚购物中心店)	1	29582822	39.965425	116.323082	135
首尔798韩国料理地区(新荟城购物中心店)	1	29591746	39.998615	116.482172	135
老滕家过桥米线	1	29591454	39.91462	116.409164	135
云海肴云南菜(富力广场店)	1	29591810	39.897679973417	116.45982965369	135
老饕饕客火锅(三里屯店)	1	29590058	39.93174	116.45701	135
大隐日本料理	1	29576530	39.963095	116.454827	135
雪中鲜渔村(白家楼店)	1	29575018	39.924303	116.551933	135
必胜客(马家堡店)	1	29523774	39.846308	116.370489	135
江南粢饭团(恒基中心店)	1	29597770	39.906313	116.458307	135
哈根达斯(常营龙湖店)	1	29577142	39.925235	116.601063	135
雍-Cafe	1	29593250	39.946406	116.416785	135
马六甲传奇(后沙峪店)	1	29591082	40.102985	116.513189	135
lapizza那匹萨(SOHO尚都店)	1	29571366	39.918833	116.452011	135
成加帮(金台路店)	1	29583810	39.924077	116.473239	136
西域塔塔幂饭店(六道口店)	1	29582782	40.00122	116.352384	136
LaTercera（3吧）墨西哥餐吧(麒麟新天地店)	1	29597574	39.997726	116.47736	136
一品小笼(世贸天阶店)	1	29583686	39.917321	116.45246	136
Alba(鼓楼东大街店)	1	29583406	39.94072	116.40454	136
大鸭梨烤鸭店(天通苑西三区店)	1	29487082	40.074245	116.410081	136
老九门串串香	1	29552578	39.939162	116.41612	136
眉州小吃(万柳店)	1	29569258	39.97296	116.29502	136
虾吃虾涮(总店)	1	29468098	39.89448	116.656376	136
好牛烧肉专门店(老佛爷百货店)	1	29598346	39.914526	116.374567	136
汉唐春秋(西安食府)	1	29596746	39.939937	116.374283	136
一喜日本料理(牡丹园店)	1	29570018	39.98034	116.36608	136
麻乐Ge烫	1	29582954	39.92052	116.449201	136
管氏翅吧(望京店)	1	29590406	39.990139	116.473561	136
李嘉嘉串串香(国美店)	1	29582938	39.932877	116.513849	136
湊湊.火锅.茶憩(望京西路店)	1	29598426	39.994182	116.456934	137
江边城外烤全鱼(丰台永旺店)	1	29582866	39.818102	116.291561	137
西江美食舫(健德桥店)	1	29570254	39.976934	116.380412	137
煲煲好(朝阳门店)	1	29587118	39.927863	116.435181	137
大钟寺古钟博物馆	3	4052	39.968696594238	116.33789825439	137
虾吃虾涮(西四店)	1	29538674	39.925983	116.373515	137
越打星Yuet-Da-Sing(北京来福士店)	1	29589258	39.940181	116.432485	137
将太无二(回龙观店)	1	29596210	40.076678	116.318758	137
潮香洲潮汕餐厅	1	29584574	39.920786	116.443878	137
聚点串吧(朝北店)	1	29576026	39.922431	116.501165	137
金百万	1	162588	39.952438354492	116.36326599121	137
一个叫川的地方(麒麟新天地店)	1	29591678	39.997176	116.477763	137
106餐厅(十里河家宴店)	1	29596830	39.86774	116.462852	137
眉州东坡(亦庄店)	1	879345	39.79732	116.510952	137
必胜客(广渠路店)	1	29575118	39.893763	116.474268	137
正院大宅门(甜水园店)	1	13023304	39.92571	116.479179	138
水晶烤肉(望京二店)	1	29590838	39.991464	116.471748	138
聚点串吧(清河永泰庄店)	1	29569598	40.032035	116.347087	138
滋色重庆江湖菜(首开福茂店)	1	29588434	39.846383	116.427371	138
满满海	1	29591138	39.89002	116.28153	138
本气家拉面(悦荟万科广场店)	1	29486686	40.212263	116.239155	138
香浙汇(望京店)	1	29590594	39.995988	116.484223	138
小城渔家(凯德MALL店)	1	29593786	39.941755	116.352748	138
北京喜多屋餐饮公司(金隅店)	1	29538730	39.900106	116.359793	138
味多美(古城店)	1	29448250	39.907991	116.188887	138
102度健康火锅(北大南门店)	1	29569478	39.986052	116.310418	138
金牌外婆家(金融街购物中心店)	1	29586150	39.91536	116.36185	138
郭林家常菜(西直门店)	1	9074	39.93934	116.346162	138
LINK串场	1	29597010	39.962539	116.455337	138
辛火UFO芝士排骨&即席年糕火锅(凯德MALL翠微店)	1	29590830	39.911998	116.303409	138
菜麻(右安门店)	1	29537642	39.86399	116.36424	139
阳台山自然风景区	3	4060	40.07013	116.098744	139
哈根达斯(西单店)	1	22091	39.9096	116.37339	139
小陕娃陕西面馆(五道口店)	1	29561966	39.996944	116.335247	139
大德酒场(好运街店)	1	29588934	39.95144	116.47135	139
冰城串吧(大山子店)	1	29578594	39.981832	116.485772	139
巴黎贝甜(凯德MALL望京店)	1	29579998	39.993548	116.467815	139
宽店(金宝街店)	1	29554314	39.915471	116.430061	139
清舟坊--潮汕砂锅粥	1	29590642	39.988281	116.340082	139
黑土印象(三元桥店)	1	29587610	39.954924	116.457734	139
sweeo	1	29593766	39.932626	116.453164	139
必胜客(东直门店)	1	29577298	39.941535	116.445261	139
蓝杉西餐咖啡	1	29586870	39.910351	116.476645	139
小珺柑串串香(屯三里店)	1	29589806	39.93533	116.44427	139
mojito墨西哥餐厅(六道口店)	1	29597038	40.00017	116.350139	139
望湘园(朝阳大悦城店)	1	29587434	39.924512	116.51862	140
宏状元(HZYBJ031海淀路店)	1	29567010	39.976222	116.311445	140
大卫船长健康厨房(三里屯店)	1	29593010	39.932812	116.455197	140
老诚一锅(东四十条店)	1	29588782	39.934688	116.425639	140
紫光园(劲松店)	1	15436791	39.887859	116.445429	140
熊小胖烤肉(惠新南里5号院店)	1	29592466	39.97738	116.4218	140
蓝象泰国餐厅(荣祥广场裕翔路店)	1	29594122	40.062662	116.547527	140
饭局烤涮一体	1	29598190	39.912209	116.379653	140
海对面(中关村店)	1	29591882	39.982742	116.307761	140
黑鸡小馆(凯德MALL太阳宫店)	1	29585474	39.971696	116.447462	140
金疆西域食府(北辰东路店)	1	29575078	40.002959	116.400944	140
弄堂里(枫蓝店)	1	29570858	39.953	116.35676	140
金掌勺东北菜(广渠门店)	1	29591346	39.89577	116.43099	140
便宜坊烤鸭店(玉蜓桥店)	1	21544	39.87394	116.42091	140
味千拉面(蓝色港湾店)	1	29578162	39.94921	116.47542	140
萨莉亚(华联公益西桥店)	1	29523054	39.83417	116.36912	141
柔软的胖子(荟聚购物中心西红门店)	1	29593666	39.788295	116.327475	141
张记平娃三宝(三里屯店)	1	29590690	39.928472	116.458603	141
阿根廷庄园	1	825677	40.024837	116.521072	141
串亭烧烤居酒屋(魏公村店)	1	29593170	39.95106	116.32461	141
满满海佛跳墙(亚运村店)	1	29594850	39.99556	116.4247	141
巨时披萨(宋家庄店)	1	29585478	39.852676	116.430068	141
九头鹰酒家(田村店)	1	29584962	39.930271	116.254096	141
中8楼(颐堤港店)	1	29594214	39.9696	116.49101	141
火炉火年糕火锅(五道口店)	1	29570310	39.993219	116.33865	141
馋嘴猫串吧(望京店)	1	29579882	39.986316	116.475637	141
名猫休闲馆猫咪主题餐厅(南锣鼓巷店)	1	29584290	39.941172	116.40703	141
小汤山	3	6628423	40.179194326377	116.389734445	141
东吴面馆(好运街店)	1	29578730	39.951684	116.471242	141
一网不捞鱼	1	29581358	39.964078	116.436066	141
汇贤府(人民大学店)	1	29587866	39.970638	116.31525	142
徽商故里(三里河店)	1	29585446	39.911522	116.344633	142
一串香椒砂锅串串香	1	29570838	40.053972	116.328727	142
西贝莜面村(五道口店)	1	29596902	39.992498	116.339245	142
老诚一锅(惠新西街店)	1	29575278	39.97739	116.42169	142
阿甘锅盔	1	29569534	39.980754	116.313523	142
幕之内日料&伊藤佑抹茶素食馆	1	29590638	39.954011	116.317391	142
木屋烧烤(阜成路店)	1	29586494	39.924703	116.28132	142
奇门涮肉坊(簋街总店)	1	29586218	39.94086	116.42145	142
六合顺(左家庄店)	1	29595542	39.956297	116.445305	142
哈根达斯(北京双井店)	1	29579230	39.897679973417	116.45982965369	142
粤港餐厅	1	29468182	39.87661	116.66504	142
月姬居酒屋	1	29596154	39.92307	116.44228	142
西里烤鱼	1	29587526	39.933123	116.445302	142
皇城根卤煮王(石景山店)	1	29448674	39.925956	116.195283	142
Dunkin'-Donuts(朝北大悦城分店)	1	29587038	39.92429	116.51795	143
食客满源咖啡厅	1	29579462	39.904676	116.45548	143
签上签串串香(石佛营店)	1	29595842	39.929068	116.501675	143
小辉哥火锅(SKP店)	1	29592570	39.9091	116.47857	143
金馆西餐(世纪金源购物中心店)	1	29567142	39.959034	116.288703	143
和器石烹	1	29598446	40.061716	116.409186	143
